medicine_id,medicine_name,category,price,stock_quantity,expiry_date,batch_number,manufacturer,storage_condition
MED-3616,Metmab,Antibiotic,123.87,187,10-02-2029,BN-92609,"Spencer, Murray and Oliver Pharma",Cool/Dry
MED-3617,Dolozen,Antibiotic,53.19,318,02-01-2028,BN-98546,Phillips-Yang Pharma,Room Temp
MED-3618,Pantin,Cardiology,118.14,195,25-03-2027,BN-98447,Oneal PLC Pharma,Refrigerated
MED-3619,Dolopril,Cardiology,130.66,61,23-11-2027,BN-78241,"Garcia, Wright and Sanchez Pharma",Refrigerated
MED-3620,Cetizen,Antiviral,38.35,311,24-12-2026,BN-14925,Hernandez LLC Pharma,Refrigerated
MED-3621,Metvin,Analgesic,139.56,165,02-08-2028,BN-78073,Lewis-Hart Pharma,Refrigerated
MED-3622,Glycozole,Antiviral,64.26,221,22-03-2027,BN-26658,"Perez, Sullivan and Fields Pharma",Refrigerated
MED-3623,Metpril,Dermatology,79.13,325,30-04-2027,BN-44462,"Hardy, Adkins and Cruz Pharma",Refrigerated
MED-3624,Dolopril,Cardiology,12.88,361,14-11-2028,BN-16589,"Hernandez, Gonzales and Leonard Pharma",Refrigerated
MED-3625,Cetiline,Cardiology,49.26,5,03-02-2028,BN-22945,Fitzgerald LLC Pharma,Refrigerated
MED-3626,Metfen,Antibiotic,140.86,172,24-03-2028,BN-19216,Kane-Mccoy Pharma,Cool/Dry
MED-3627,Exerline,Cardiology,68.36,250,15-02-2029,BN-16435,"Murray, Carroll and Lopez Pharma",Room Temp
MED-3628,Pannol,Cardiology,32.92,492,05-02-2027,BN-71763,Newton LLC Pharma,Cool/Dry
MED-3629,Zyrzole,Dermatology,142.6,284,14-07-2028,BN-27176,"Tate, Mcguire and Frey Pharma",Room Temp
MED-3630,Althozen,Analgesic,49.89,351,02-07-2027,BN-92380,White-Hickman Pharma,Cool/Dry
MED-3631,Exermab,Dermatology,40.24,435,10-01-2029,BN-98183,"Stanley, Mills and Thompson Pharma",Room Temp
MED-3632,Althozen,Analgesic,40.33,465,20-10-2026,BN-74713,Johnson-Hansen Pharma,Refrigerated
MED-3633,Pannol,Cardiology,9.33,414,21-04-2028,BN-18415,"Thomas, Carrillo and Beck Pharma",Room Temp
MED-3634,Panzole,Dermatology,91.3,172,08-10-2028,BN-92649,Owen PLC Pharma,Cool/Dry
MED-3635,Lipozole,Cardiology,48.28,299,17-03-2027,BN-21925,Waller LLC Pharma,Cool/Dry
MED-3636,Lipoline,Antiviral,110.15,427,13-12-2027,BN-55985,"Keith, Johnson and Grant Pharma",Room Temp
MED-3637,Zyrtin,Antiviral,116.12,408,01-03-2027,BN-99018,Baker and Sons Pharma,Refrigerated
MED-3638,Pantin,Antiviral,149.95,493,11-12-2027,BN-32833,Peterson PLC Pharma,Room Temp
MED-3639,Zyrmab,Analgesic,26.88,458,06-03-2029,BN-75112,Hughes-Wilson Pharma,Refrigerated
MED-3640,Althozole,Dermatology,25.24,278,02-02-2029,BN-40080,Savage and Sons Pharma,Room Temp
MED-3641,Zyrzole,Antiviral,130.92,337,17-03-2028,BN-27605,Bryant-Cuevas Pharma,Cool/Dry
MED-3642,Liponol,Analgesic,20.73,240,17-07-2028,BN-34617,Davis-Anderson Pharma,Room Temp
MED-3643,Exerline,Antibiotic,59.12,236,26-06-2027,BN-35922,Knapp-Frederick Pharma,Refrigerated
MED-3644,Lipozole,Dermatology,85.24,248,16-07-2028,BN-30352,Noble-Miller Pharma,Refrigerated
MED-3645,Metpril,Antiviral,29.96,279,20-08-2028,BN-86486,Chambers-Wade Pharma,Refrigerated
MED-3646,Exernol,Antiviral,74.13,215,12-01-2028,BN-93848,Bradley-Livingston Pharma,Cool/Dry
MED-3647,Dolonol,Cardiology,61.03,220,24-07-2027,BN-46171,"Thompson, Kennedy and Brown Pharma",Room Temp
MED-3648,Pantin,Analgesic,49.37,409,18-11-2027,BN-68769,"Phillips, Morrison and Ortiz Pharma",Refrigerated
MED-3649,Dolozen,Cardiology,11.5,332,07-04-2027,BN-33620,Mathews-Zimmerman Pharma,Room Temp
MED-3650,Zyrfen,Analgesic,75.68,360,19-10-2028,BN-62107,Vasquez-Holmes Pharma,Cool/Dry
MED-3651,Cetivin,Analgesic,108.46,195,13-05-2028,BN-48191,Hawkins-Huerta Pharma,Room Temp
MED-3652,Glycovin,Antibiotic,139.47,141,22-01-2028,BN-61253,"Warner, Mckay and Gaines Pharma",Refrigerated
MED-3653,Althovin,Cardiology,60.02,235,13-07-2028,BN-71770,Boone-Smith Pharma,Refrigerated
MED-3654,Dolopril,Analgesic,99.81,278,26-12-2028,BN-92353,"Ward, Rice and Wilkins Pharma",Room Temp
MED-3655,Cetivin,Dermatology,105.71,57,26-10-2028,BN-99608,"Lopez, Martinez and Leonard Pharma",Refrigerated
MED-3656,Cetifen,Antiviral,114.06,66,22-02-2029,BN-63302,Watts Inc Pharma,Refrigerated
MED-3657,Glyconol,Cardiology,39.88,337,05-04-2027,BN-99707,"Jones, Wade and Wilson Pharma",Refrigerated
MED-3658,Exervin,Analgesic,14.98,477,13-02-2029,BN-87967,"Burton, Barnett and King Pharma",Cool/Dry
MED-3659,Panline,Analgesic,123.51,148,01-06-2028,BN-18140,"Kirk, Walter and Sanchez Pharma",Cool/Dry
MED-3660,Althodex,Cardiology,61.97,21,09-07-2028,BN-68440,Reed Inc Pharma,Room Temp
MED-3661,Glycomab,Cardiology,47.04,88,15-09-2026,BN-59280,Marshall Group Pharma,Refrigerated
MED-3662,Dolodex,Antibiotic,74.54,212,12-05-2028,BN-34385,Foster-Smith Pharma,Room Temp
MED-3663,Ibuvin,Analgesic,82.59,112,14-09-2028,BN-57799,"Hernandez, Joseph and Farmer Pharma",Refrigerated
MED-3664,Cetipril,Analgesic,13.43,239,24-11-2026,BN-44258,Hill LLC Pharma,Cool/Dry
MED-3665,Cetidex,Antiviral,36.92,496,02-11-2028,BN-34471,"Russell, Silva and Gibson Pharma",Cool/Dry
MED-3666,Glycovin,Antibiotic,32.91,231,15-07-2028,BN-10356,Palmer-Hopkins Pharma,Room Temp
MED-3667,Althofen,Dermatology,92.25,388,22-10-2028,BN-33964,"Shaw, Trujillo and Baker Pharma",Room Temp
MED-3668,Zyrzen,Cardiology,94.66,90,20-05-2028,BN-88000,Williams-Dennis Pharma,Cool/Dry
MED-3669,Ibuzole,Antiviral,15.05,147,07-10-2028,BN-82530,Hall-Pierce Pharma,Cool/Dry
MED-3670,Mettin,Antiviral,54.4,353,20-08-2028,BN-83761,"Smith, Moore and Delgado Pharma",Room Temp
MED-3671,Glycoline,Antiviral,40.31,468,18-06-2028,BN-76241,"Conner, White and Lane Pharma",Refrigerated
MED-3672,Exerfen,Dermatology,141.05,375,09-08-2027,BN-56753,"Sanchez, Pace and Moore Pharma",Refrigerated
MED-3673,Dololine,Cardiology,121.72,238,04-08-2028,BN-94125,Jones Group Pharma,Cool/Dry
MED-3674,Exermab,Antibiotic,58.49,414,09-02-2029,BN-37986,"Gordon, Roberts and Mccormick Pharma",Room Temp
MED-3675,Cetifen,Antibiotic,110.75,340,10-05-2028,BN-35732,Reeves-Young Pharma,Room Temp
MED-3676,Lipozen,Antibiotic,140.34,199,26-05-2028,BN-47274,White-Bradford Pharma,Cool/Dry
MED-3677,Ibuzole,Dermatology,137.53,168,24-03-2027,BN-57349,Salazar Group Pharma,Refrigerated
MED-3678,Althozen,Antibiotic,126.28,152,01-08-2027,BN-95818,Simmons-Hill Pharma,Room Temp
MED-3679,Dolozen,Antibiotic,24.32,458,01-02-2028,BN-46118,Mitchell-Hall Pharma,Cool/Dry
MED-3680,Mettin,Cardiology,35.2,41,13-12-2028,BN-57874,"Wade, Holmes and Yoder Pharma",Cool/Dry
MED-3681,Ibudex,Analgesic,112.81,57,30-09-2028,BN-10324,Burns Ltd Pharma,Cool/Dry
MED-3682,Cetidex,Analgesic,148.38,261,02-04-2027,BN-77489,"Russell, Mendoza and Melendez Pharma",Room Temp
MED-3683,Metvin,Cardiology,111.58,142,31-12-2026,BN-42932,Garrett-Garcia Pharma,Refrigerated
MED-3684,Althotin,Analgesic,25.27,118,11-12-2026,BN-24881,Davis-Williams Pharma,Refrigerated
MED-3685,Althozen,Antibiotic,27.93,65,12-12-2026,BN-32330,"Smith, Berry and Stevens Pharma",Cool/Dry
MED-3686,Althonol,Antiviral,73.65,108,29-12-2027,BN-92669,"Drake, Boyd and Sims Pharma",Refrigerated
MED-3687,Cetinol,Dermatology,76.42,107,29-08-2028,BN-15608,Adams-Morris Pharma,Room Temp
MED-3688,Liponol,Dermatology,68.58,405,01-05-2028,BN-25212,Lopez LLC Pharma,Refrigerated
MED-3689,Dololine,Dermatology,24.57,83,25-06-2027,BN-37125,Garcia-Riley Pharma,Cool/Dry
MED-3690,Panzole,Antibiotic,127.63,296,13-06-2027,BN-55010,"Rush, Smith and Lee Pharma",Room Temp
MED-3691,Zyrline,Cardiology,87.79,476,16-01-2027,BN-74103,"Elliott, Snyder and Francis Pharma",Refrigerated
MED-3692,Metzen,Antibiotic,110.12,235,15-03-2028,BN-89276,Davies-Jones Pharma,Refrigerated
MED-3693,Panmab,Analgesic,61.14,222,31-01-2028,BN-56233,"Lee, Ramirez and Hernandez Pharma",Room Temp
MED-3694,Zyrline,Dermatology,94.49,212,05-12-2028,BN-41834,"Mendoza, Nelson and Buck Pharma",Cool/Dry
MED-3695,Lipomab,Antiviral,115.09,237,25-12-2028,BN-29664,Wheeler and Sons Pharma,Room Temp
MED-3696,Zyrnol,Antiviral,103.37,390,07-08-2027,BN-75787,Taylor Ltd Pharma,Room Temp
MED-3697,Ibuline,Cardiology,135.25,378,08-02-2028,BN-62188,"Rodriguez, Booker and Johnson Pharma",Cool/Dry
MED-3698,Glycopril,Dermatology,93.57,302,15-01-2027,BN-82541,"Holloway, Gonzalez and Higgins Pharma",Room Temp
MED-3699,Cetiline,Antibiotic,96.06,398,01-04-2027,BN-94745,Roberts-White Pharma,Refrigerated
MED-3700,Althovin,Antibiotic,7.21,242,19-05-2028,BN-37464,Carson-Bruce Pharma,Cool/Dry
MED-3701,Exerfen,Antibiotic,110.16,422,22-09-2027,BN-11653,Phillips LLC Pharma,Refrigerated
MED-3702,Ibupril,Antiviral,47.63,470,13-08-2027,BN-43014,"Landry, Myers and Edwards Pharma",Room Temp
MED-3703,Exermab,Cardiology,132.38,234,12-03-2028,BN-71697,"Frost, Carter and Cooper Pharma",Cool/Dry
MED-3704,Mettin,Antiviral,59.7,328,08-08-2028,BN-35784,"Huerta, Turner and Vega Pharma",Refrigerated
MED-3705,Ibuzole,Antibiotic,99.58,305,17-03-2028,BN-49312,Diaz-Francis Pharma,Cool/Dry
MED-3706,Zyrnol,Dermatology,133.04,470,16-09-2026,BN-26286,"Thompson, Soto and Hughes Pharma",Cool/Dry
MED-3707,Zyrline,Dermatology,103.44,455,05-01-2028,BN-87215,Wright PLC Pharma,Room Temp
MED-3708,Lipozole,Antiviral,9.21,3,16-04-2028,BN-49996,Parsons-Mcclain Pharma,Refrigerated
MED-3709,Dolotin,Cardiology,30.94,134,03-11-2026,BN-27123,Morgan-Freeman Pharma,Refrigerated
MED-3710,Dolozole,Antibiotic,121.09,489,30-08-2027,BN-70095,"Roy, Lloyd and Oneill Pharma",Cool/Dry
MED-3711,Cetizen,Antibiotic,11.26,482,18-12-2027,BN-30421,"Bentley, Leon and Wright Pharma",Room Temp
MED-3712,Glycovin,Antibiotic,110.34,106,12-01-2028,BN-81909,Diaz-Salazar Pharma,Refrigerated
MED-3713,Cetifen,Antibiotic,31.58,397,31-12-2027,BN-25459,Davis-Casey Pharma,Cool/Dry
MED-3714,Exerpril,Dermatology,40.28,147,09-01-2027,BN-65763,Gonzales-Warren Pharma,Cool/Dry
MED-3715,Ibudex,Dermatology,117.05,190,05-02-2027,BN-38175,"Merritt, Johnson and Blevins Pharma",Cool/Dry
MED-3716,Lipovin,Analgesic,56.79,233,09-12-2027,BN-41256,Powers-Rivers Pharma,Room Temp
MED-3717,Panzole,Cardiology,22.8,453,12-11-2027,BN-78952,"Miller, Young and Olson Pharma",Cool/Dry
MED-3718,Dolofen,Antiviral,78.93,88,20-01-2028,BN-36228,Nelson-Marquez Pharma,Room Temp
MED-3719,Cetinol,Analgesic,104.28,67,13-04-2027,BN-48984,"Mason, Yates and Smith Pharma",Refrigerated
MED-3720,Cetiline,Dermatology,32.03,174,16-08-2027,BN-33405,King-West Pharma,Cool/Dry
MED-3721,Lipofen,Antiviral,85.52,281,22-09-2028,BN-14595,Benson Ltd Pharma,Refrigerated
MED-3722,Glyconol,Analgesic,68.81,480,05-07-2028,BN-94061,"Brown, Gonzalez and Sanchez Pharma",Cool/Dry
MED-3723,Cetiline,Antiviral,94.89,77,01-03-2029,BN-22878,Montgomery-Livingston Pharma,Cool/Dry
MED-3724,Metmab,Antiviral,39.68,242,27-12-2028,BN-86358,Valdez-Gomez Pharma,Room Temp
MED-3725,Zyrdex,Analgesic,130.78,118,16-09-2028,BN-45836,Garcia-Hamilton Pharma,Cool/Dry
MED-3726,Metfen,Antibiotic,98.09,2,17-10-2028,BN-62900,"Anderson, Martinez and Dean Pharma",Cool/Dry
MED-3727,Panfen,Antibiotic,123.95,158,25-10-2028,BN-77921,"Gilbert, Chandler and Hinton Pharma",Room Temp
MED-3728,Metzen,Cardiology,78.58,42,14-04-2028,BN-86656,Douglas and Sons Pharma,Refrigerated
MED-3729,Cetifen,Analgesic,94.35,266,23-09-2028,BN-86846,Fernandez-Juarez Pharma,Cool/Dry
MED-3730,Ibunol,Antiviral,115.64,221,19-12-2027,BN-26490,Evans PLC Pharma,Room Temp
MED-3731,Metzole,Cardiology,56.36,290,27-08-2028,BN-90500,"Barnes, Morgan and Chavez Pharma",Room Temp
MED-3732,Exerzole,Analgesic,131.52,495,31-12-2028,BN-54069,Ball-Schmidt Pharma,Room Temp
MED-3733,Dolopril,Cardiology,69.28,357,08-07-2027,BN-25660,"Brennan, Harrell and Hawkins Pharma",Refrigerated
MED-3734,Dolopril,Cardiology,100.89,307,02-10-2027,BN-69496,Lewis-Morales Pharma,Refrigerated
MED-3735,Panzole,Antibiotic,31.64,397,28-05-2027,BN-38136,Taylor-Warren Pharma,Cool/Dry
MED-3736,Metzole,Antibiotic,117.12,142,23-07-2027,BN-59953,Hall-Anderson Pharma,Cool/Dry
MED-3737,Ibumab,Analgesic,23.29,479,21-10-2027,BN-73971,"Simpson, James and Thomas Pharma",Cool/Dry
MED-3738,Cetimab,Cardiology,33.83,340,20-08-2027,BN-69658,Smith Group Pharma,Refrigerated
MED-3739,Ibumab,Antiviral,57.84,489,07-11-2027,BN-81141,Murphy-Pineda Pharma,Cool/Dry
MED-3740,Glyconol,Dermatology,144.26,52,22-02-2029,BN-22648,Owen and Sons Pharma,Cool/Dry
MED-3741,Althovin,Dermatology,114.82,227,10-07-2028,BN-51289,Pearson Group Pharma,Room Temp
MED-3742,Exertin,Cardiology,41.27,289,11-11-2027,BN-97743,"Atkinson, Shaw and Padilla Pharma",Room Temp
MED-3743,Althomab,Cardiology,28.03,375,02-02-2028,BN-52070,"Bush, Leblanc and Gibbs Pharma",Room Temp
MED-3744,Panfen,Dermatology,5.62,225,21-08-2027,BN-55950,"Poole, Day and Bowers Pharma",Cool/Dry
MED-3745,Panmab,Analgesic,28.24,343,25-09-2028,BN-66599,Velez Ltd Pharma,Room Temp
MED-3746,Metline,Antiviral,120.25,121,17-11-2026,BN-80426,Rodriguez Group Pharma,Refrigerated
MED-3747,Zyrzole,Antibiotic,73.09,242,28-05-2027,BN-78308,Shelton Ltd Pharma,Room Temp
MED-3748,Pannol,Analgesic,39.63,474,04-02-2029,BN-18860,"Garza, Mitchell and Smith Pharma",Refrigerated
MED-3749,Glycozen,Dermatology,62.39,200,12-06-2028,BN-82527,Adams-Nash Pharma,Room Temp
MED-3750,Zyrzole,Antiviral,44.37,372,04-11-2026,BN-40636,Hernandez-Johnson Pharma,Refrigerated
MED-3751,Zyrnol,Cardiology,71.76,314,07-08-2027,BN-40017,Hall-Cruz Pharma,Refrigerated
MED-3752,Cetimab,Antiviral,21.23,478,19-09-2028,BN-74729,Diaz-Wiley Pharma,Refrigerated
MED-3753,Althofen,Analgesic,136.99,439,24-05-2027,BN-43917,Davis Group Pharma,Refrigerated
MED-3754,Zyrmab,Analgesic,141.56,28,09-03-2029,BN-93181,Gonzalez-Rowe Pharma,Room Temp
MED-3755,Cetizen,Dermatology,69.14,163,06-06-2028,BN-44026,"Dalton, Hamilton and Barton Pharma",Room Temp
MED-3756,Metpril,Cardiology,83.67,7,29-03-2027,BN-60538,Leon Inc Pharma,Refrigerated
MED-3757,Metmab,Cardiology,87.09,90,18-08-2027,BN-26987,Johnson-Cook Pharma,Cool/Dry
MED-3758,Zyrzen,Antibiotic,40.67,353,10-09-2027,BN-36684,Smith Ltd Pharma,Cool/Dry
MED-3759,Cetizole,Cardiology,58.8,330,17-10-2026,BN-55508,Cameron PLC Pharma,Refrigerated
MED-3760,Lipomab,Cardiology,72.02,24,12-03-2028,BN-28881,Smith-Williams Pharma,Cool/Dry
MED-3761,Lipotin,Cardiology,39.63,89,29-02-2028,BN-97406,Martinez-Smith Pharma,Refrigerated
MED-3762,Cetizole,Dermatology,58.28,435,01-07-2027,BN-15177,"Lopez, Gross and Chaney Pharma",Room Temp
MED-3763,Dolovin,Cardiology,17.58,348,16-12-2028,BN-52760,"Patrick, Kelly and Castro Pharma",Room Temp
MED-3764,Mettin,Antibiotic,69.6,374,02-12-2027,BN-34493,Fischer-Reed Pharma,Refrigerated
MED-3765,Glycomab,Dermatology,14.33,338,28-09-2027,BN-41774,Richardson-Harrington Pharma,Refrigerated
MED-3766,Zyrfen,Dermatology,95,385,14-10-2028,BN-36185,Lee-Lawson Pharma,Cool/Dry
MED-3767,Metline,Analgesic,135.61,325,25-02-2028,BN-47802,"Hall, Williamson and Rodriguez Pharma",Cool/Dry
MED-3768,Dolopril,Antiviral,32.69,141,24-01-2027,BN-28754,"Villanueva, Ward and Rogers Pharma",Room Temp
MED-3769,Pannol,Antiviral,47.29,134,28-03-2028,BN-41213,Wright and Sons Pharma,Refrigerated
MED-3770,Panpril,Dermatology,93.6,469,09-02-2028,BN-58982,"Harris, Lamb and Gonzales Pharma",Room Temp
MED-3771,Metzole,Analgesic,89.75,47,19-09-2028,BN-89430,Barnett-Sanders Pharma,Cool/Dry
MED-3772,Dolomab,Cardiology,45,419,21-01-2028,BN-77493,Perez Group Pharma,Room Temp
MED-3773,Althozen,Analgesic,118.1,239,02-11-2027,BN-67333,"Campbell, Baird and Clark Pharma",Room Temp
MED-3774,Glycofen,Antiviral,115.73,264,25-10-2026,BN-75420,"King, Sanchez and Fernandez Pharma",Refrigerated
MED-3775,Metnol,Analgesic,86.82,324,07-02-2028,BN-22608,"Moreno, Arnold and Dominguez Pharma",Refrigerated
MED-3776,Exernol,Antiviral,102.52,415,28-01-2029,BN-80347,Diaz Ltd Pharma,Refrigerated
MED-3777,Althozen,Antiviral,118.24,20,03-11-2028,BN-94625,Hobbs-Perez Pharma,Room Temp
MED-3778,Zyrdex,Antiviral,85.99,157,22-04-2027,BN-70140,Simon Group Pharma,Room Temp
MED-3779,Cetizole,Cardiology,102.51,309,14-11-2027,BN-82059,Scott Group Pharma,Refrigerated
MED-3780,Lipomab,Dermatology,22.96,9,09-04-2027,BN-68146,Bailey-Williamson Pharma,Refrigerated
MED-3781,Ibuzole,Cardiology,83.39,225,28-07-2027,BN-76913,"Scott, Ruiz and House Pharma",Cool/Dry
MED-3782,Panvin,Analgesic,104.73,365,15-10-2026,BN-52994,Mora and Sons Pharma,Cool/Dry
MED-3783,Pannol,Analgesic,82.14,121,08-09-2028,BN-67497,Simon PLC Pharma,Cool/Dry
MED-3784,Exertin,Antibiotic,68.59,304,30-11-2026,BN-14685,James-Brooks Pharma,Room Temp
MED-3785,Metzole,Cardiology,38.92,205,08-11-2027,BN-77305,"Harding, Bailey and Hood Pharma",Refrigerated
MED-3786,Cetinol,Antibiotic,74.45,375,07-09-2028,BN-66421,Baldwin-Thornton Pharma,Cool/Dry
MED-3787,Metnol,Cardiology,75.06,39,26-03-2028,BN-69947,Young LLC Pharma,Cool/Dry
MED-3788,Althofen,Cardiology,55.47,167,27-09-2027,BN-81667,Johnson-Li Pharma,Room Temp
MED-3789,Exerline,Antiviral,65.87,279,08-07-2027,BN-97177,Grant Group Pharma,Cool/Dry
MED-3790,Exerfen,Analgesic,15.25,183,14-10-2027,BN-57364,Brown-Gomez Pharma,Cool/Dry
MED-3791,Metzole,Antiviral,137.1,330,29-11-2028,BN-87881,Heath-Baker Pharma,Cool/Dry
MED-3792,Lipozole,Cardiology,33.68,238,01-12-2028,BN-28621,Howard-Gonzalez Pharma,Cool/Dry
MED-3793,Cetimab,Antiviral,112.73,446,07-03-2027,BN-55217,Caldwell and Sons Pharma,Room Temp
MED-3794,Zyrpril,Antiviral,11.65,271,14-05-2027,BN-78032,Castro LLC Pharma,Cool/Dry
MED-3795,Zyrnol,Cardiology,140.34,469,09-12-2026,BN-31760,Smith Group Pharma,Cool/Dry
MED-3796,Dololine,Antiviral,37.45,360,04-03-2027,BN-14251,Harris-Weiss Pharma,Refrigerated
MED-3797,Dolovin,Antibiotic,35.82,186,12-02-2027,BN-57614,Foster and Sons Pharma,Room Temp
MED-3798,Lipodex,Antiviral,85.35,473,10-02-2028,BN-77313,Ayers-Martin Pharma,Refrigerated
MED-3799,Zyrzen,Analgesic,136.98,411,10-10-2027,BN-83607,"Lin, Hogan and Dawson Pharma",Refrigerated
MED-3800,Althovin,Dermatology,66.75,164,28-05-2027,BN-29266,"Powers, Hill and Henderson Pharma",Refrigerated
MED-3801,Exertin,Antibiotic,93.35,28,28-03-2028,BN-90845,Hall-Brown Pharma,Cool/Dry
MED-3802,Mettin,Antibiotic,52.17,228,04-01-2027,BN-51353,"Flores, Malone and Davis Pharma",Room Temp
MED-3803,Metfen,Antiviral,64.71,408,30-09-2027,BN-23173,Harris-Williams Pharma,Cool/Dry
MED-3804,Althozole,Cardiology,97.85,92,05-04-2027,BN-22189,Smith-Price Pharma,Room Temp
MED-3805,Exerfen,Analgesic,93.41,270,23-09-2027,BN-58201,Wilson-Herring Pharma,Cool/Dry
MED-3806,Exerdex,Analgesic,80.53,164,25-09-2026,BN-47185,Adams-Phillips Pharma,Refrigerated
MED-3807,Ibupril,Antiviral,39.13,488,21-12-2026,BN-97980,Jensen and Sons Pharma,Cool/Dry
MED-3808,Lipofen,Antiviral,61.32,145,12-01-2027,BN-17079,Durham PLC Pharma,Refrigerated
MED-3809,Ibumab,Analgesic,25.29,373,26-07-2028,BN-39713,Campbell-Lopez Pharma,Cool/Dry
MED-3810,Ibudex,Antibiotic,146.77,123,10-01-2027,BN-91927,"Murphy, Martin and West Pharma",Cool/Dry
MED-3811,Exerfen,Cardiology,68.01,178,11-11-2027,BN-81867,"Tran, Taylor and Miller Pharma",Refrigerated
MED-3812,Zyrzen,Analgesic,68.8,216,25-01-2028,BN-56257,"Holmes, Smith and Perez Pharma",Refrigerated
MED-3813,Dolozen,Antiviral,104.89,388,08-01-2027,BN-60899,Graham-Goodman Pharma,Refrigerated
MED-3814,Cetiline,Analgesic,25.63,336,20-02-2029,BN-13542,Estes Ltd Pharma,Room Temp
MED-3815,Cetipril,Antibiotic,45.16,439,05-02-2027,BN-73029,Hawkins Group Pharma,Refrigerated
MED-3816,Cetizole,Analgesic,34.12,48,15-10-2028,BN-88512,Lynch-Mayo Pharma,Refrigerated
MED-3817,Lipotin,Cardiology,44.5,421,25-02-2028,BN-10054,Kim-Bennett Pharma,Room Temp
MED-3818,Pannol,Dermatology,113.63,120,27-02-2029,BN-88876,"Martin, Vazquez and Shaw Pharma",Room Temp
MED-3819,Lipofen,Analgesic,80.26,194,24-04-2027,BN-77117,"Burch, Estrada and Cole Pharma",Room Temp
MED-3820,Metzole,Analgesic,12.44,167,13-09-2026,BN-65077,"Alvarez, Owens and Washington Pharma",Cool/Dry
MED-3821,Ibuzen,Dermatology,44.42,89,20-02-2027,BN-96297,"Sims, Hernandez and Campos Pharma",Refrigerated
MED-3822,Pantin,Cardiology,96.37,161,30-12-2028,BN-12439,"Smith, Jennings and Ray Pharma",Cool/Dry
MED-3823,Althotin,Cardiology,88.65,45,30-03-2028,BN-29548,Willis-Gaines Pharma,Refrigerated
MED-3824,Panzole,Cardiology,91.01,455,12-02-2027,BN-12688,Clark Ltd Pharma,Room Temp
MED-3825,Exerfen,Antiviral,89.55,336,12-11-2028,BN-89446,"Thompson, Carroll and Allison Pharma",Room Temp
MED-3826,Glycozole,Dermatology,59,38,02-05-2028,BN-72839,Collins LLC Pharma,Refrigerated
MED-3827,Exerzole,Antiviral,44.33,50,13-12-2027,BN-71997,"Black, Jacobson and Schneider Pharma",Refrigerated
MED-3828,Lipozole,Cardiology,84.48,121,31-01-2029,BN-87180,Sanders-Baker Pharma,Refrigerated
MED-3829,Cetizen,Antiviral,108.89,337,30-07-2027,BN-23398,"Robinson, Case and Clark Pharma",Cool/Dry
MED-3830,Lipoline,Dermatology,16.76,425,05-02-2027,BN-21252,Aguilar-Maddox Pharma,Refrigerated
MED-3831,Cetimab,Dermatology,142.02,59,17-02-2027,BN-87985,"Reynolds, Spencer and Graham Pharma",Refrigerated
MED-3832,Ibufen,Cardiology,72.54,202,29-05-2027,BN-65321,Hoover-Guzman Pharma,Room Temp
MED-3833,Lipovin,Analgesic,87.05,280,15-08-2028,BN-96026,Curry-Jones Pharma,Room Temp
MED-3834,Glycomab,Cardiology,11.66,33,29-01-2028,BN-90670,Jones-Dillon Pharma,Cool/Dry
MED-3835,Lipomab,Cardiology,90.47,289,05-06-2028,BN-11734,"Simon, Mack and Hoffman Pharma",Room Temp
MED-3836,Ibufen,Cardiology,148.86,364,17-01-2029,BN-43179,"Richards, Holt and Jackson Pharma",Room Temp
MED-3837,Ibupril,Antiviral,101.83,424,16-11-2027,BN-63932,Cruz Inc Pharma,Refrigerated
MED-3838,Dolopril,Antiviral,46.79,6,25-07-2027,BN-21621,Delacruz-Smith Pharma,Refrigerated
MED-3839,Exermab,Antiviral,94.66,187,27-08-2027,BN-70319,"Murray, Wallace and Jackson Pharma",Cool/Dry
MED-3840,Liponol,Dermatology,7.9,373,23-10-2026,BN-73519,"Allen, Merritt and Kelly Pharma",Room Temp
MED-3841,Exertin,Dermatology,55.36,496,15-11-2028,BN-89666,Brown-Williams Pharma,Room Temp
MED-3842,Panfen,Antibiotic,44.73,153,22-12-2028,BN-32972,"Young, Murphy and Gutierrez Pharma",Room Temp
MED-3843,Ibunol,Dermatology,108.12,259,17-09-2028,BN-53853,Boyle-Greer Pharma,Room Temp
MED-3844,Dolofen,Antibiotic,106.79,371,12-04-2027,BN-53142,Joseph PLC Pharma,Room Temp
MED-3845,Glycopril,Analgesic,5.29,25,24-01-2029,BN-97091,"Young, Prince and Stevens Pharma",Refrigerated
MED-3846,Cetifen,Antiviral,52.42,180,03-08-2027,BN-71232,Schroeder Ltd Pharma,Refrigerated
MED-3847,Glyconol,Antiviral,44.68,50,28-01-2028,BN-61689,Flowers-Nielsen Pharma,Room Temp
MED-3848,Exernol,Antibiotic,9.24,49,05-05-2027,BN-14255,Hart Inc Pharma,Refrigerated
MED-3849,Panvin,Analgesic,99.53,358,22-05-2027,BN-33231,Jones LLC Pharma,Refrigerated
MED-3850,Dolozole,Cardiology,121.57,182,11-09-2026,BN-63925,Bailey-Thompson Pharma,Room Temp
MED-3851,Zyrvin,Dermatology,20.65,109,17-08-2028,BN-69173,"Cantu, Howard and Smith Pharma",Refrigerated
MED-3852,Ibupril,Antiviral,99.8,378,23-04-2028,BN-10950,Marshall-Hill Pharma,Refrigerated
